time_step  time  K  U  H  kT  p  msd 
6800 13.600000 333.034815 -1119.698419 -786.663604 0.870679 1.344935 1.055766
6810 13.620000 324.121804 -1110.787531 -786.665727 0.847377 1.440363 1.057489
6820 13.640000 303.939645 -1090.584686 -786.645041 0.794613 1.687690 1.059527
6830 13.660000 300.471829 -1087.119688 -786.647860 0.785547 1.722220 1.062129
6840 13.680000 312.465782 -1099.128696 -786.662914 0.816904 1.562377 1.065563
6850 13.700000 318.197014 -1104.859913 -786.662899 0.831888 1.495207 1.070144
6860 13.720000 313.912440 -1100.571241 -786.658801 0.820686 1.570916 1.075862
6870 13.740000 307.423993 -1094.072850 -786.648857 0.803723 1.670925 1.082340
6880 13.760000 312.177977 -1098.830036 -786.652059 0.816152 1.609463 1.089053
6890 13.780000 325.643063 -1112.303560 -786.660497 0.851354 1.420128 1.095679
6900 13.800000 336.292203 -1122.953700 -786.661497 0.879195 1.261096 1.102385
6910 13.820000 336.808868 -1123.476039 -786.667172 0.880546 1.242383 1.109530
6920 13.840000 322.281505 -1108.933426 -786.651921 0.842566 1.426630 1.117029
6930 13.860000 313.295789 -1099.941167 -786.645377 0.819074 1.543050 1.124429
6940 13.880000 319.722933 -1106.381344 -786.658411 0.835877 1.462715 1.131555
6950 13.900000 323.289081 -1109.960403 -786.671322 0.845200 1.423773 1.138488
6960 13.920000 313.900283 -1100.544643 -786.644360 0.820654 1.552965 1.145109
6970 13.940000 317.661551 -1104.322973 -786.661422 0.830488 1.524572 1.151095
6980 13.960000 321.851683 -1108.508495 -786.656812 0.841442 1.488447 1.156172
6990 13.980000 325.293355 -1111.953839 -786.660484 0.850440 1.463446 1.160147
7000 14.000000 323.438675 -1110.101922 -786.663248 0.845591 1.508630 1.162810
7010 14.020000 314.022229 -1100.673294 -786.651065 0.820973 1.643338 1.164183
7020 14.040000 311.657500 -1098.311706 -786.654205 0.814791 1.671972 1.164596
7030 14.060000 315.605385 -1102.264031 -786.658646 0.825112 1.602097 1.164518
7040 14.080000 317.708168 -1104.367034 -786.658866 0.830610 1.546495 1.164243
7050 14.100000 317.669954 -1104.317099 -786.647145 0.830510 1.515893 1.163815
7060 14.120000 327.175461 -1113.830292 -786.654831 0.855361 1.372478 1.163387
7070 14.140000 334.422782 -1121.091946 -786.669164 0.874308 1.279046 1.163556
7080 14.160000 321.843329 -1108.499592 -786.656263 0.841420 1.463771 1.164873
7090 14.180000 306.348994 -1092.999347 -786.650352 0.800912 1.700563 1.167337
7100 14.200000 299.871584 -1086.525066 -786.653482 0.783978 1.813639 1.170916
7110 14.220000 300.995545 -1087.647561 -786.652016 0.786916 1.806990 1.175770
7120 14.240000 309.157912 -1095.818775 -786.660863 0.808256 1.690716 1.181738
7130 14.260000 312.304070 -1098.966546 -786.662476 0.816481 1.627933 1.188287
7140 14.280000 308.035418 -1094.694933 -786.659516 0.805321 1.659237 1.194872
7150 14.300000 303.636190 -1090.290674 -786.654483 0.793820 1.694142 1.201044
7160 14.320000 306.262090 -1092.922450 -786.660359 0.800685 1.642852 1.206528
7170 14.340000 309.333752 -1095.993762 -786.660010 0.808716 1.587685 1.211375
7180 14.360000 313.726733 -1100.381862 -786.655129 0.820201 1.520522 1.215390
7190 14.380000 323.968040 -1110.628943 -786.660903 0.846975 1.393539 1.218324
7200 14.400000 327.540092 -1114.207246 -786.667154 0.856314 1.375504 1.220335
7210 14.420000 316.038264 -1102.694364 -786.656100 0.826244 1.571573 1.221691
7220 14.440000 304.957318 -1091.606694 -786.649375 0.797274 1.772455 1.222266
7230 14.460000 304.295952 -1090.953680 -786.657728 0.795545 1.832607 1.221920
7240 14.480000 305.041797 -1091.697370 -786.655573 0.797495 1.847391 1.220880
7250 14.500000 307.070600 -1093.726279 -786.655679 0.802799 1.812381 1.219551
7260 14.520000 308.887244 -1095.543990 -786.656746 0.807548 1.754865 1.218496
7270 14.540000 311.297432 -1097.950801 -786.653369 0.813849 1.684478 1.218134
7280 14.560000 316.251994 -1102.909254 -786.657260 0.826803 1.599243 1.218586
7290 14.580000 317.404619 -1104.061468 -786.656849 0.829816 1.589850 1.219821
7300 14.600000 315.413492 -1102.069170 -786.655679 0.824610 1.640036 1.221768
7310 14.620000 312.233160 -1098.889757 -786.656597 0.816296 1.705626 1.224249
7320 14.640000 310.317670 -1096.971537 -786.653867 0.811288 1.743614 1.226990
7330 14.660000 312.732172 -1099.387288 -786.655116 0.817600 1.714773 1.229564
7340 14.680000 321.633275 -1108.292099 -786.658824 0.840871 1.597364 1.231571
7350 14.700000 330.387290 -1117.055672 -786.668382 0.863758 1.484194 1.233106
7360 14.720000 326.296319 -1112.954609 -786.658291 0.853062 1.531135 1.234404
7370 14.740000 321.640174 -1108.296819 -786.656646 0.840889 1.572185 1.235257
7380 14.760000 321.338072 -1107.991893 -786.653820 0.840100 1.537594 1.235433
7390 14.780000 328.119980 -1114.781195 -786.661215 0.857830 1.408036 1.235169
7400 14.800000 333.195414 -1119.860242 -786.664828 0.871099 1.319349 1.235367
7410 14.820000 327.827616 -1114.489245 -786.661629 0.857066 1.393132 1.236906
7420 14.840000 320.830019 -1107.475932 -786.645913 0.838771 1.498177 1.240078
7430 14.860000 328.277861 -1114.940053 -786.662192 0.858243 1.412281 1.244846
7440 14.880000 332.418984 -1119.078951 -786.659967 0.869069 1.360407 1.251050
7450 14.900000 329.322311 -1115.983496 -786.661186 0.860973 1.410403 1.258325
7460 14.920000 318.692993 -1105.353687 -786.660695 0.833184 1.568887 1.266274
7470 14.940000 304.663670 -1091.314092 -786.650422 0.796506 1.769306 1.274550
7480 14.960000 304.524118 -1091.175005 -786.650888 0.796141 1.776390 1.282841
7490 14.980000 316.613225 -1103.278851 -786.665626 0.827747 1.606553 1.290912
7500 15.000000 321.576657 -1108.237031 -786.660374 0.840723 1.510573 1.298439
7510 15.020000 323.542695 -1110.194303 -786.651608 0.845863 1.444219 1.304990
7520 15.040000 333.895199 -1120.550968 -786.655769 0.872929 1.268829 1.310591
7530 15.060000 345.211012 -1131.879564 -786.668552 0.902512 1.093789 1.315757
7540 15.080000 339.853212 -1126.517718 -786.664506 0.888505 1.160008 1.320917
7550 15.100000 323.464534 -1110.116716 -786.652181 0.845659 1.390766 1.326151
7560 15.120000 313.910832 -1100.563960 -786.653128 0.820682 1.536578 1.331649
7570 15.140000 313.656740 -1100.315291 -786.658552 0.820018 1.554747 1.337661
7580 15.160000 316.595357 -1103.259428 -786.664071 0.827700 1.522552 1.344173
7590 15.180000 315.752701 -1102.414387 -786.661685 0.825497 1.529074 1.351156
7600 15.200000 315.450957 -1102.107234 -786.656277 0.824708 1.522564 1.358687
7610 15.220000 319.599010 -1106.260203 -786.661193 0.835553 1.459037 1.366730
7620 15.240000 321.214082 -1107.866949 -786.652867 0.839775 1.426347 1.374957
7630 15.260000 329.283245 -1115.941452 -786.658206 0.860871 1.320461 1.383236
7640 15.280000 333.822174 -1120.488702 -786.666528 0.872738 1.275958 1.391532
7650 15.300000 324.293085 -1110.938360 -786.645274 0.847825 1.415455 1.399423
7660 15.320000 325.238936 -1111.889422 -786.650485 0.850298 1.418263 1.406195
7670 15.340000 332.061285 -1118.724327 -786.663043 0.868134 1.340118 1.411487
7680 15.360000 328.891907 -1115.542679 -786.650772 0.859848 1.388893 1.415300
7690 15.380000 327.492237 -1114.144698 -786.652460 0.856189 1.420550 1.417696
7700 15.400000 327.641905 -1114.301613 -786.659708 0.856580 1.430023 1.419101
7710 15.420000 322.009926 -1108.664629 -786.654703 0.841856 1.505397 1.420274
7720 15.440000 316.714732 -1103.368298 -786.653566 0.828012 1.568160 1.421924
7730 15.460000 314.286118 -1100.942675 -786.656557 0.821663 1.584473 1.424418
7740 15.480000 312.746788 -1099.399581 -786.652793 0.817639 1.580855 1.427655
7750 15.500000 315.833060 -1102.489707 -786.656648 0.825707 1.517491 1.431532
7760 15.520000 319.774806 -1106.430972 -786.656166 0.836013 1.448375 1.436099
7770 15.540000 322.507183 -1109.161647 -786.654464 0.843156 1.403583 1.441241
7780 15.560000 325.198876 -1111.854145 -786.655268 0.850193 1.367130 1.446768
7790 15.580000 324.579260 -1111.237960 -786.658700 0.848573 1.378518 1.452683
7800 15.600000 319.841042 -1106.491845 -786.650803 0.836186 1.441823 1.459020
7810 15.620000 320.760636 -1107.417490 -786.656855 0.838590 1.430792 1.465757
7820 15.640000 321.802532 -1108.460142 -786.657611 0.841314 1.419178 1.473414
7830 15.660000 319.122625 -1105.779104 -786.656479 0.834308 1.462703 1.482601
7840 15.680000 313.157401 -1099.815846 -786.658445 0.818712 1.556070 1.493192
7850 15.700000 303.039085 -1089.693931 -786.654845 0.792259 1.702403 1.504456
7860 15.720000 296.028418 -1082.678480 -786.650062 0.773931 1.794002 1.515422
7870 15.740000 300.503260 -1087.156300 -786.653040 0.785629 1.709171 1.525467
7880 15.760000 311.667553 -1098.326619 -786.659066 0.814817 1.514234 1.534615
7890 15.780000 319.476665 -1106.134708 -786.658043 0.835233 1.364681 1.543195
7900 15.800000 321.277381 -1107.937110 -786.659729 0.839941 1.323098 1.551611
7910 15.820000 314.744346 -1101.400528 -786.656182 0.822861 1.423392 1.560122
7920 15.840000 306.142017 -1092.789909 -786.647892 0.800371 1.568704 1.568531
7930 15.860000 306.231003 -1092.885608 -786.654605 0.800604 1.607091 1.576437
7940 15.880000 307.150395 -1093.810227 -786.659833 0.803008 1.635675 1.583679
7950 15.900000 303.268114 -1089.924010 -786.655897 0.792858 1.727873 1.590217
7960 15.920000 301.109633 -1087.765869 -786.656235 0.787215 1.794837 1.595994
7970 15.940000 302.014781 -1088.672796 -786.658015 0.789581 1.808166 1.601165
7980 15.960000 305.494752 -1092.149716 -786.654964 0.798679 1.764778 1.606090
7990 15.980000 314.090271 -1100.747371 -786.657100 0.821151 1.638212 1.611078
8000 16.000000 323.517722 -1110.178338 -786.660616 0.845798 1.505578 1.616620
8010 16.020000 325.530048 -1112.198822 -786.668774 0.851059 1.495436 1.623081
8020 16.040000 311.636707 -1098.293033 -786.656326 0.814736 1.709556 1.630075
8030 16.060000 299.304183 -1085.949510 -786.645328 0.782495 1.902222 1.636540
8040 16.080000 304.121746 -1090.778593 -786.656847 0.795090 1.859258 1.641665
8050 16.100000 311.552071 -1098.216170 -786.664099 0.814515 1.764970 1.645688
8060 16.120000 310.184673 -1096.840402 -786.655729 0.810940 1.773223 1.649481
8070 16.140000 309.693736 -1096.346790 -786.653054 0.809657 1.767987 1.653872
8080 16.160000 313.474886 -1100.135372 -786.660487 0.819542 1.711476 1.659526
8090 16.180000 313.586813 -1100.246109 -786.659296 0.819835 1.711981 1.666780
8100 16.200000 310.739455 -1097.392870 -786.653414 0.812391 1.761615 1.675235
8110 16.220000 310.101389 -1096.758459 -786.657070 0.810723 1.784763 1.684216
8120 16.240000 310.229204 -1096.886206 -786.657002 0.811057 1.793402 1.693340
8130 16.260000 310.478273 -1097.135527 -786.657253 0.811708 1.796825 1.702101
8140 16.280000 310.827261 -1097.488115 -786.660854 0.812620 1.793399 1.709961
8150 16.300000 306.583156 -1093.241556 -786.658400 0.801525 1.837286 1.716856
8160 16.320000 300.930631 -1087.580003 -786.649372 0.786747 1.883033 1.722896
8170 16.340000 303.221363 -1089.878820 -786.657457 0.792736 1.815468 1.727858
8180 16.360000 304.521670 -1091.180592 -786.658922 0.796135 1.760837 1.731525
8190 16.380000 303.835584 -1090.489163 -786.653579 0.794341 1.742447 1.733979
8200 16.400000 307.425772 -1094.080449 -786.654677 0.803728 1.676362 1.735604
8210 16.420000 315.556103 -1102.209108 -786.653004 0.824983 1.556745 1.737028
8220 16.440000 325.693524 -1112.357586 -786.664061 0.851486 1.425625 1.738859
8230 16.460000 322.530819 -1109.191365 -786.660546 0.843218 1.482171 1.741553
8240 16.480000 310.677261 -1097.326413 -786.649152 0.812228 1.668039 1.745541
8250 16.500000 304.281430 -1090.940795 -786.659365 0.795507 1.800673 1.751027
8260 16.520000 296.866539 -1083.521444 -786.654905 0.776122 1.951184 1.757652
8270 16.540000 292.840828 -1079.493205 -786.652377 0.765597 2.055432 1.764832
8280 16.560000 297.170705 -1083.825707 -786.655002 0.776917 2.039542 1.772262
8290 16.580000 306.290271 -1092.951931 -786.661660 0.800759 1.938064 1.779516
8300 16.600000 311.252190 -1097.912812 -786.660623 0.813731 1.861271 1.785943
8310 16.620000 311.628115 -1098.281788 -786.653672 0.814714 1.816381 1.791549
8320 16.640000 314.553408 -1101.206957 -786.653550 0.822362 1.713721 1.796862
8330 16.660000 321.065144 -1107.717908 -786.652764 0.839386 1.547814 1.802431
8340 16.680000 331.398443 -1118.054392 -786.655949 0.866401 1.336537 1.808515
8350 16.700000 338.708459 -1125.373865 -786.665406 0.885512 1.194024 1.815121
8360 16.720000 332.816328 -1119.468533 -786.652205 0.870108 1.257767 1.822053
8370 16.740000 326.977482 -1113.629803 -786.652322 0.854843 1.348854 1.829022
8380 16.760000 322.879936 -1109.537134 -786.657198 0.844131 1.425475 1.836068
8390 16.780000 315.174576 -1101.825228 -786.650652 0.823986 1.542388 1.843126
8400 16.800000 312.266137 -1098.912620 -786.646483 0.816382 1.588002 1.849798
8410 16.820000 319.291080 -1105.942964 -786.651884 0.834748 1.497263 1.855852
8420 16.840000 328.552921 -1115.212668 -786.659747 0.858962 1.377198 1.861272
8430 16.860000 330.477365 -1117.132105 -786.654739 0.863993 1.356585 1.865966
8440 16.880000 328.803421 -1115.458297 -786.654876 0.859617 1.390876 1.869888
8450 16.900000 323.977372 -1110.638271 -786.660899 0.847000 1.471485 1.873215
8460 16.920000 310.649819 -1097.306056 -786.656237 0.812156 1.655323 1.876034
8470 16.940000 299.362840 -1086.006889 -786.644050 0.782648 1.795986 1.878116
8480 16.960000 304.504020 -1091.161686 -786.657666 0.796089 1.711231 1.879138
8490 16.980000 308.815346 -1095.482182 -786.666836 0.807360 1.631451 1.879274
8500 17.000000 300.717515 -1087.369535 -786.652020 0.786190 1.713896 1.879191
8510 17.020000 299.887308 -1086.539375 -786.652067 0.784019 1.706372 1.879599
8520 17.040000 311.954672 -1098.607975 -786.653302 0.815568 1.527408 1.880874
8530 17.060000 328.243656 -1114.908392 -786.664736 0.858153 1.299505 1.883216
8540 17.080000 333.053471 -1119.710778 -786.657307 0.870728 1.237188 1.886845
8550 17.100000 332.269632 -1118.918939 -786.649307 0.868679 1.266404 1.891923
8560 17.120000 334.423448 -1121.080252 -786.656804 0.874310 1.270070 1.898537
8570 17.140000 330.618332 -1117.279134 -786.660802 0.864362 1.357864 1.906436
8580 17.160000 317.060021 -1103.711980 -786.651959 0.828915 1.576979 1.914899
8590 17.180000 307.510905 -1094.162791 -786.651886 0.803950 1.744623 1.922918
8600 17.200000 303.308145 -1089.969704 -786.661559 0.792962 1.834436 1.929720
8610 17.220000 294.171751 -1080.828326 -786.656575 0.769076 1.973274 1.935091
8620 17.240000 287.284969 -1073.934129 -786.649160 0.751072 2.064578 1.939273
8630 17.260000 292.087396 -1078.742436 -786.655041 0.763627 1.980312 1.943067
8640 17.280000 302.808643 -1089.463776 -786.655133 0.791657 1.797877 1.947482
8650 17.300000 314.659793 -1101.325252 -786.665459 0.822640 1.601507 1.952983
8660 17.320000 317.629465 -1104.285403 -786.655938 0.830404 1.529665 1.959509
8670 17.340000 318.608641 -1105.268764 -786.660123 0.832964 1.501819 1.966947
8680 17.360000 314.134556 -1100.796177 -786.661622 0.821267 1.557808 1.974655
8690 17.380000 305.564887 -1092.216348 -786.651460 0.798862 1.673770 1.981719
8700 17.400000 305.397845 -1092.053573 -786.655727 0.798426 1.686494 1.987812
8710 17.420000 309.096618 -1095.752830 -786.656212 0.808096 1.641739 1.993025
8720 17.440000 314.670258 -1101.325512 -786.655255 0.822667 1.558689 1.997636
8730 17.460000 321.364732 -1108.020828 -786.656096 0.840169 1.456313 2.002123
8740 17.480000 327.488448 -1114.145077 -786.656629 0.856179 1.380042 2.006925
8750 17.500000 330.252193 -1116.912883 -786.660690 0.863404 1.378360 2.012403
8760 17.520000 323.619333 -1110.277136 -786.657803 0.846064 1.514690 2.018640
8770 17.540000 314.322101 -1100.969289 -786.647188 0.821757 1.677008 2.025427
8780 17.560000 315.643495 -1102.298214 -786.654719 0.825212 1.679924 2.032197
8790 17.580000 320.978717 -1107.634966 -786.656249 0.839160 1.607141 2.038165
8800 17.600000 324.743832 -1111.400433 -786.656601 0.849003 1.544370 2.042903
8810 17.620000 325.508895 -1112.163443 -786.654548 0.851004 1.524372 2.046469
8820 17.640000 324.705225 -1111.361436 -786.656211 0.848903 1.538899 2.049472
8830 17.660000 318.894215 -1105.556794 -786.662579 0.833710 1.634426 2.052916
8840 17.680000 302.593786 -1089.246936 -786.653150 0.791095 1.867586 2.057521
8850 17.700000 291.949314 -1078.590472 -786.641157 0.763266 2.004090 2.063415
8860 17.720000 303.100232 -1089.754342 -786.654110 0.792419 1.821302 2.070284
8870 17.740000 319.982351 -1106.644957 -786.662605 0.836555 1.540702 2.077296
8880 17.760000 328.820490 -1115.477930 -786.657440 0.859661 1.375534 2.083524
8890 17.780000 331.908360 -1118.572903 -786.664543 0.867734 1.322962 2.088580
8900 17.800000 324.914846 -1111.571247 -786.656401 0.849451 1.434705 2.092392
8910 17.820000 316.656333 -1103.312208 -786.655874 0.827860 1.581720 2.095269
8920 17.840000 313.891592 -1100.542637 -786.651045 0.820632 1.643911 2.097771
8930 17.860000 318.327315 -1104.993195 -786.665880 0.832228 1.582791 2.100171
8940 17.880000 314.860101 -1101.517656 -786.657555 0.823164 1.594374 2.102428
8950 17.900000 309.708163 -1096.371003 -786.662840 0.809695 1.618980 2.104492
8960 17.920000 305.750275 -1092.403891 -786.653615 0.799347 1.625617 2.107056
8970 17.940000 310.300967 -1096.958636 -786.657669 0.811244 1.524043 2.111115
8980 17.960000 317.507629 -1104.169927 -786.662298 0.830085 1.391270 2.116438
8990 17.980000 320.434514 -1107.094954 -786.660440 0.837737 1.325648 2.121794
9000 18.000000 320.286653 -1106.946832 -786.660179 0.837351 1.315832 2.126146
9010 18.020000 320.847837 -1107.503818 -786.655982 0.838818 1.302228 2.129095
9020 18.040000 325.014312 -1111.676829 -786.662518 0.849711 1.245903 2.130980
9030 18.060000 323.233174 -1109.895739 -786.662565 0.845054 1.272694 2.132456
9040 18.080000 316.161421 -1102.812759 -786.651338 0.826566 1.369675 2.133848
9050 18.100000 316.416090 -1103.075223 -786.659133 0.827232 1.373926 2.135201
9060 18.120000 318.549956 -1105.207576 -786.657620 0.832810 1.356158 2.136319
9070 18.140000 319.692840 -1106.351046 -786.658206 0.835798 1.357970 2.136975
9080 18.160000 320.689016 -1107.349787 -786.660770 0.838403 1.370500 2.137311
9090 18.180000 318.010897 -1104.666712 -786.655814 0.831401 1.435344 2.138049
9100 18.200000 313.655023 -1100.306266 -786.651243 0.820013 1.516507 2.140314
9110 18.220000 314.630752 -1101.285483 -786.654732 0.822564 1.518744 2.144788
9120 18.240000 317.919581 -1104.576988 -786.657408 0.831162 1.489211 2.151166
9130 18.260000 318.498772 -1105.162903 -786.664132 0.832677 1.506386 2.158682
9140 18.280000 310.722463 -1097.379989 -786.657526 0.812346 1.637128 2.166561
9150 18.300000 304.527688 -1091.181405 -786.653717 0.796151 1.731187 2.174305
9160 18.320000 306.802896 -1093.459184 -786.656288 0.802099 1.680284 2.181963
9170 18.340000 313.344981 -1100.001383 -786.656402 0.819203 1.550023 2.189545
9180 18.360000 319.998690 -1106.658816 -786.660126 0.836598 1.428023 2.197075
9190 18.380000 319.499702 -1106.163584 -786.663882 0.835293 1.428543 2.204465
9200 18.400000 309.456431 -1096.109757 -786.653325 0.809036 1.582709 2.211183
9210 18.420000 300.968792 -1087.626933 -786.658141 0.786847 1.738294 2.216777
9220 18.440000 293.436194 -1080.088174 -786.651980 0.767153 1.874650 2.221367
9230 18.460000 295.850392 -1082.503105 -786.652713 0.773465 1.856644 2.225114
9240 18.480000 308.390432 -1095.050363 -786.659931 0.806249 1.678516 2.228432
9250 18.500000 317.697534 -1104.369002 -786.671468 0.830582 1.529844 2.231475
9260 18.520000 311.171521 -1097.821751 -786.650230 0.813520 1.585591 2.234097
9270 18.540000 312.971867 -1099.622334 -786.650467 0.818227 1.548160 2.236228
9280 18.560000 325.540879 -1112.206504 -786.665625 0.851087 1.384702 2.237780
9290 18.580000 326.146070 -1112.808725 -786.662656 0.852669 1.377728 2.238834
9300 18.600000 321.993268 -1108.638625 -786.645357 0.841812 1.426009 2.239446
9310 18.620000 331.663819 -1118.329461 -786.665642 0.867095 1.296510 2.239751
9320 18.640000 334.708518 -1121.368588 -786.660070 0.875055 1.257335 2.240144
9330 18.660000 330.993236 -1117.647957 -786.654720 0.865342 1.319729 2.241175
9340 18.680000 327.238281 -1113.892599 -786.654317 0.855525 1.386904 2.243216
9350 18.700000 323.063725 -1109.718775 -786.655050 0.844611 1.450851 2.246092
9360 18.720000 319.693244 -1106.338537 -786.645293 0.835799 1.485602 2.249307
9370 18.740000 328.334179 -1114.986551 -786.652372 0.858390 1.349295 2.252414
9380 18.760000 339.945890 -1126.605159 -786.659269 0.888747 1.167212 2.255346
9390 18.780000 344.314785 -1130.967829 -786.653044 0.900169 1.082538 2.258240
9400 18.800000 346.225861 -1132.884307 -786.658446 0.905166 1.045344 2.260995
9410 18.820000 340.296990 -1126.956167 -786.659177 0.889665 1.128770 2.263377
9420 18.840000 326.142155 -1112.794164 -786.652009 0.852659 1.337136 2.265358
9430 18.860000 315.716488 -1102.363453 -786.646965 0.825403 1.508755 2.267473
9440 18.880000 316.168608 -1102.826286 -786.657678 0.826585 1.545370 2.270572
9450 18.900000 316.433039 -1103.093384 -786.660345 0.827276 1.587535 2.274797
9460 18.920000 310.420068 -1097.080259 -786.660191 0.811556 1.713239 2.279582
9470 18.940000 302.034829 -1088.683814 -786.648985 0.789634 1.852682 2.284128
9480 18.960000 306.785373 -1093.438181 -786.652808 0.802053 1.787084 2.287857
9490 18.980000 320.336996 -1106.996504 -786.659508 0.837482 1.572630 2.291054
9500 19.000000 328.444877 -1115.107043 -786.662167 0.858679 1.417050 2.294366
9510 19.020000 325.706991 -1112.363889 -786.656898 0.851522 1.414617 2.298082
9520 19.040000 319.336511 -1105.987052 -786.650542 0.834867 1.481186 2.302239
9530 19.060000 316.408284 -1103.064516 -786.656232 0.827211 1.518608 2.306447
9540 19.080000 311.875820 -1098.529910 -786.654091 0.815362 1.577251 2.309957
9550 19.100000 306.937908 -1093.592742 -786.654834 0.802452 1.633767 2.312440
9560 19.120000 304.953900 -1091.600146 -786.646246 0.797265 1.637868 2.313952
9570 19.140000 314.297110 -1100.948653 -786.651542 0.821692 1.491346 2.314968
9580 19.160000 325.624317 -1112.288515 -786.664197 0.851305 1.325593 2.316492
9590 19.180000 324.947001 -1111.597796 -786.650795 0.849535 1.322407 2.319084
9600 19.200000 328.064218 -1114.713327 -786.649109 0.857684 1.283611 2.322610
9610 19.220000 338.031099 -1124.692444 -786.661345 0.883741 1.166179 2.326630
9620 19.240000 339.786992 -1126.445758 -786.658766 0.888332 1.155004 2.330728
9630 19.260000 335.568075 -1122.225017 -786.656942 0.877302 1.217974 2.334766
9640 19.280000 329.979885 -1116.634483 -786.654598 0.862693 1.292062 2.338874
9650 19.300000 326.300636 -1112.960841 -786.660205 0.853074 1.343623 2.343012
9660 19.320000 319.642492 -1106.296356 -786.653864 0.835667 1.441034 2.346902
9670 19.340000 314.945249 -1101.598852 -786.653603 0.823386 1.521895 2.350110
9680 19.360000 313.216457 -1099.872577 -786.656120 0.818867 1.560185 2.352496
9690 19.380000 311.751102 -1098.399729 -786.648627 0.815036 1.577222 2.354452
9700 19.400000 316.344173 -1102.999893 -786.655720 0.827044 1.503474 2.356418
9710 19.420000 320.220634 -1106.874322 -786.653688 0.837178 1.436509 2.358614
9720 19.440000 324.524517 -1111.180826 -786.656309 0.848430 1.377965 2.360886
9730 19.460000 326.181707 -1112.840692 -786.658985 0.852763 1.369435 2.363065
9740 19.480000 320.820418 -1107.474436 -786.654018 0.838746 1.459729 2.365195
9750 19.500000 315.879284 -1102.532937 -786.653653 0.825828 1.545913 2.367309
9760 19.520000 314.561026 -1101.215248 -786.654222 0.822382 1.580056 2.369738
9770 19.540000 317.044353 -1103.702836 -786.658483 0.828874 1.564959 2.373126
9780 19.560000 316.829976 -1103.493387 -786.663412 0.828314 1.589689 2.378000
9790 19.580000 308.688598 -1095.342027 -786.653429 0.807029 1.715479 2.384848
9800 19.600000 303.983344 -1090.634143 -786.650799 0.794728 1.789344 2.393725
9810 19.620000 306.760484 -1093.413467 -786.652983 0.801988 1.750374 2.403670
9820 19.640000 313.254033 -1099.911233 -786.657200 0.818965 1.651477 2.413318
9830 19.660000 316.381145 -1103.041509 -786.660364 0.827140 1.598104 2.421831
9840 19.680000 313.488757 -1100.146965 -786.658209 0.819578 1.632226 2.428848
9850 19.700000 307.591339 -1094.251229 -786.659890 0.804160 1.717239 2.434033
9860 19.720000 299.849025 -1086.501345 -786.652321 0.783919 1.838134 2.436982
9870 19.740000 298.076294 -1084.731873 -786.655579 0.779284 1.890761 2.437360
9880 19.760000 300.192085 -1086.844811 -786.652726 0.784816 1.883899 2.435801
9890 19.780000 307.742887 -1094.396867 -786.653980 0.804557 1.785355 2.433879
9900 19.800000 315.953877 -1102.621450 -786.667573 0.826023 1.663470 2.433115
9910 19.820000 310.942450 -1097.601075 -786.658625 0.812921 1.712068 2.434295
9920 19.840000 303.721604 -1090.378390 -786.656787 0.794043 1.800561 2.437409
9930 19.860000 301.567539 -1088.223486 -786.655947 0.788412 1.823151 2.441852
9940 19.880000 304.060593 -1090.715273 -786.654680 0.794930 1.778411 2.447047
9950 19.900000 310.601420 -1097.260882 -786.659463 0.812030 1.686176 2.452696
9960 19.920000 311.992303 -1098.660873 -786.668569 0.815666 1.680548 2.458934
9970 19.940000 297.987603 -1084.639830 -786.652227 0.779053 1.886335 2.466116
9980 19.960000 291.050123 -1077.689752 -786.639629 0.760915 1.998946 2.474300
9990 19.980000 305.289361 -1091.951546 -786.662185 0.798142 1.832604 2.483471
